order_id,order_date,Year,customer_id,product_id,quantity,unit_price,discount,sales_amount
244,2023-05-03,2023,146,5,3,301,0,903
249,2023-10-01,2023,261,13,5,578,0,2890
250,2023-01-25,2023,159,1,3,674,0,2022
256,2023-11-28,2023,23,9,2,774,0.05,1470.6
260,2023-12-10,2023,237,2,2,134,0.1,241.2
266,2023-11-27,2023,47,2,4,134,0.05,509.2
268,2023-06-12,2023,258,3,4,45,0,180
269,2023-05-01,2023,42,11,3,712,0.05,2029.2
283,2023-05-19,2023,241,3,5,45,0,225
284,2023-03-10,2023,130,2,1,134,0.15,113.9
293,2023-01-02,2023,25,2,2,134,0.1,241.2
295,2023-12-07,2023,198,13,4,578,0.15,1965.2
304,2023-01-28,2023,263,14,1,109,0.15,92.65
307,2023-04-18,2023,291,10,3,124,0.1,334.8
310,2023-06-19,2023,161,10,2,124,0.1,223.2
316,2023-12-29,2023,45,1,4,674,0.05,2561.2
321,2023-01-18,2023,284,3,4,45,0,180
340,2023-12-06,2023,213,3,1,45,0.05,42.75
347,2023-09-09,2023,128,15,3,624,0.15,1591.2
355,2023-02-07,2023,207,7,2,248,0.1,446.4
356,2023-06-29,2023,27,13,3,578,0,1734
357,2023-01-24,2023,284,2,5,134,0.05,636.5
358,2023-05-02,2023,259,1,3,674,0,2022
360,2023-03-09,2023,174,2,1,134,0.15,113.9
384,2023-06-05,2023,177,5,1,301,0.15,255.85
386,2023-12-17,2023,132,14,1,109,0.1,98.1
396,2023-09-08,2023,91,3,1,45,0.05,42.75
429,2023-09-18,2023,192,13,2,578,0.05,1098.2
430,2023-03-27,2023,193,1,4,674,0.15,2291.6
444,2023-08-21,2023,154,15,2,624,0.05,1185.6
447,2023-09-02,2023,210,11,4,712,0.1,2563.2
448,2023-03-22,2023,95,11,2,712,0.1,1281.6
451,2023-09-03,2023,286,15,5,624,0.15,2652
452,2023-05-10,2023,125,5,5,301,0.05,1429.75
460,2023-06-13,2023,123,6,5,270,0.05,1282.5
476,2023-03-09,2023,31,1,5,674,0.15,2864.5
483,2023-03-09,2023,208,5,4,301,0,1204
496,2023-11-26,2023,119,8,1,162,0,162
497,2023-06-13,2023,168,12,1,778,0.1,700.2
499,2023-03-18,2023,222,15,2,624,0.1,1123.2
504,2023-12-27,2023,185,8,1,162,0.1,145.8
511,2023-04-09,2023,87,8,5,162,0.05,769.5
514,2023-09-21,2023,154,3,4,45,0.1,162
515,2023-01-19,2023,129,10,4,124,0,496
518,2023-04-06,2023,169,4,4,779,0.1,2804.4
519,2023-10-30,2023,70,4,4,779,0.1,2804.4
521,2023-06-20,2023,164,15,3,624,0.05,1778.4
523,2023-05-29,2023,187,12,4,778,0.1,2800.8
526,2023-08-03,2023,256,3,3,45,0,135
528,2023-03-25,2023,38,13,2,578,0.15,982.6
529,2023-06-30,2023,274,6,4,270,0.15,918
533,2023-10-30,2023,55,3,4,45,0.1,162
535,2023-12-31,2023,192,14,5,109,0.05,517.75
547,2023-11-06,2023,203,14,2,109,0.05,207.1
553,2023-05-11,2023,201,6,5,270,0.1,1215
558,2023-09-10,2023,71,7,2,248,0.15,421.6
559,2023-09-29,2023,96,6,5,270,0.15,1147.5
562,2023-01-10,2023,5,12,4,778,0,3112
564,2023-08-03,2023,252,3,5,45,0.15,191.25
571,2023-10-08,2023,53,13,5,578,0.05,2745.5
579,2023-08-13,2023,31,4,1,779,0.05,740.05
584,2023-02-20,2023,233,10,4,124,0.1,446.4
587,2023-10-26,2023,109,16,4,452,0.05,1717.6
592,2023-10-19,2023,104,5,4,301,0,1204
596,2023-10-25,2023,47,14,3,109,0.05,310.65
601,2023-04-19,2023,46,3,1,45,0.05,42.75
603,2023-04-17,2023,69,12,3,778,0.05,2217.3
605,2023-12-08,2023,180,1,1,674,0.05,640.3
606,2023-08-14,2023,227,12,2,778,0.05,1478.2
613,2023-04-30,2023,58,9,2,774,0.15,1315.8
616,2023-02-05,2023,280,13,4,578,0.15,1965.2
624,2023-05-20,2023,34,9,2,774,0.1,1393.2
626,2023-11-15,2023,60,10,2,124,0,248
635,2023-02-15,2023,81,12,5,778,0.05,3695.5
653,2023-09-16,2023,252,5,5,301,0.05,1429.75
657,2023-06-04,2023,39,11,1,712,0.05,676.4
658,2023-11-17,2023,67,9,5,774,0,3870
664,2023-01-07,2023,107,12,4,778,0,3112
670,2023-07-15,2023,232,7,2,248,0,496
676,2023-12-22,2023,66,15,1,624,0.05,592.8
683,2023-08-15,2023,282,7,3,248,0.15,632.4
685,2023-09-14,2023,103,3,4,45,0.05,171
688,2023-05-10,2023,139,2,5,134,0.1,603
695,2023-01-09,2023,15,5,2,301,0.1,541.8
709,2023-05-23,2023,291,9,2,774,0,1548
727,2023-08-04,2023,284,15,2,624,0.05,1185.6
731,2023-10-18,2023,45,5,3,301,0,903
738,2023-12-07,2023,239,11,1,712,0.1,640.8
744,2023-06-06,2023,18,16,3,452,0,1356
747,2023-10-01,2023,41,9,2,774,0,1548
752,2023-08-25,2023,77,16,4,452,0,1808
762,2023-12-20,2023,165,16,2,452,0.1,813.6
764,2023-07-26,2023,249,3,4,45,0.05,171
789,2023-07-14,2023,164,1,2,674,0,1348
791,2023-07-16,2023,199,13,3,578,0.15,1473.9
793,2023-01-08,2023,260,4,5,779,0.15,3310.75
798,2023-03-03,2023,134,15,4,624,0.1,2246.4
801,2023-04-13,2023,272,12,2,778,0,1556
809,2023-10-25,2023,207,7,2,248,0.15,421.6
810,2023-04-20,2023,3,3,4,45,0.15,153
811,2023-03-09,2023,8,3,1,45,0.05,42.75
814,2023-04-21,2023,258,6,2,270,0,540
817,2023-11-12,2023,69,4,5,779,0.1,3505.5
818,2023-01-11,2023,97,7,3,248,0.15,632.4
827,2023-09-20,2023,52,7,1,248,0.1,223.2
831,2023-01-06,2023,210,14,3,109,0.05,310.65
839,2023-01-15,2023,161,15,1,624,0.1,561.6
845,2023-09-24,2023,86,9,4,774,0.15,2631.6
848,2023-04-05,2023,184,9,4,774,0.05,2941.2
850,2023-08-12,2023,226,9,4,774,0,3096
853,2023-11-08,2023,128,15,5,624,0,3120
854,2023-04-26,2023,77,13,4,578,0.1,2080.8
859,2023-07-10,2023,121,9,2,774,0.15,1315.8
860,2023-12-25,2023,294,7,1,248,0.15,210.8
863,2023-08-16,2023,19,14,1,109,0.15,92.65
867,2023-01-28,2023,232,1,3,674,0.15,1718.7
877,2023-11-08,2023,300,11,5,712,0,3560
882,2023-08-18,2023,263,6,2,270,0.05,513
886,2023-09-06,2023,274,16,5,452,0.15,1921
888,2023-04-10,2023,75,2,1,134,0,134
893,2023-05-12,2023,122,12,5,778,0.05,3695.5
900,2023-03-26,2023,21,10,2,124,0,248
907,2023-08-31,2023,279,5,1,301,0.05,285.95
927,2023-01-05,2023,258,12,1,778,0,778
929,2023-04-12,2023,203,8,3,162,0.15,413.1
931,2023-05-21,2023,280,13,2,578,0.05,1098.2
944,2023-02-01,2023,162,5,5,301,0.05,1429.75
946,2023-11-22,2023,142,10,2,124,0.05,235.6
948,2023-01-09,2023,157,12,4,778,0.15,2645.2
956,2023-01-30,2023,258,6,1,270,0.15,229.5
961,2023-02-22,2023,120,1,1,674,0.1,606.6
972,2023-01-23,2023,61,4,2,779,0.05,1480.1
975,2023-08-11,2023,12,15,5,624,0.05,2964
982,2023-08-10,2023,74,11,2,712,0.05,1352.8
985,2023-04-28,2023,68,4,2,779,0.15,1324.3
990,2023-11-03,2023,268,6,2,270,0,540
993,2023-10-09,2023,69,8,3,162,0,486
997,2023-03-17,2023,106,3,5,45,0,225
998,2023-01-23,2023,55,14,3,109,0.15,277.95
1000,2023-02-06,2023,142,11,5,712,0.15,3026
1001,2023-08-20,2023,283,9,4,774,0.05,2941.2
1004,2023-06-19,2023,71,8,5,162,0.1,729
1010,2023-02-27,2023,41,6,3,270,0.05,769.5
1011,2023-04-24,2023,206,2,5,134,0,670
1017,2023-06-25,2023,181,7,1,248,0.1,223.2
1025,2023-12-19,2023,194,14,3,109,0.1,294.3
1031,2023-06-23,2023,176,11,3,712,0,2136
1046,2023-04-04,2023,298,5,1,301,0.05,285.95
1047,2023-01-21,2023,133,3,1,45,0.1,40.5
1049,2023-02-07,2023,95,12,4,778,0.1,2800.8
1051,2023-06-29,2023,144,13,3,578,0.1,1560.6
1054,2023-04-10,2023,101,10,5,124,0.15,527
1058,2023-06-20,2023,51,13,3,578,0,1734
1061,2023-01-15,2023,287,2,3,134,0.1,361.8
1067,2023-09-24,2023,293,2,2,134,0.1,241.2
1070,2023-06-08,2023,139,3,3,45,0.1,121.5
1074,2023-06-15,2023,53,16,2,452,0.05,858.8
1076,2023-06-15,2023,269,3,1,45,0,45
1079,2023-12-21,2023,65,3,2,45,0.1,81
1082,2023-12-28,2023,70,13,5,578,0.1,2601
1086,2023-08-16,2023,134,9,3,774,0.1,2089.8
1090,2023-10-30,2023,150,5,3,301,0,903
1092,2023-08-14,2023,288,10,3,124,0.05,353.4
1110,2023-12-20,2023,127,6,2,270,0.15,459
1115,2023-01-16,2023,27,3,3,45,0.05,128.25
1118,2023-06-10,2023,125,13,5,578,0,2890
1124,2023-12-02,2023,99,9,3,774,0.1,2089.8
1125,2023-01-07,2023,69,8,1,162,0.15,137.7
1144,2023-02-20,2023,30,15,3,624,0.15,1591.2
1151,2023-10-16,2023,54,10,3,124,0.15,316.2
1152,2023-07-03,2023,259,14,2,109,0.05,207.1
1156,2023-03-17,2023,282,1,5,674,0.05,3201.5
1170,2023-09-03,2023,62,1,3,674,0.15,1718.7
1171,2023-04-16,2023,28,1,2,674,0,1348
1186,2023-12-17,2023,75,6,2,270,0.1,486
1197,2023-05-11,2023,139,15,1,624,0,624
1199,2023-04-09,2023,261,4,4,779,0.05,2960.2
1208,2023-05-29,2023,71,8,2,162,0.1,291.6
1214,2023-10-28,2023,75,12,5,778,0.05,3695.5
1218,2023-12-20,2023,141,2,4,134,0.1,482.4
1223,2023-03-12,2023,95,2,2,134,0.15,227.8
1229,2023-10-18,2023,208,14,4,109,0.05,414.2
1236,2023-09-27,2023,151,7,4,248,0.05,942.4
1245,2023-04-01,2023,282,10,5,124,0.05,589
1248,2023-09-15,2023,158,5,2,301,0,602
1259,2023-09-04,2023,92,3,1,45,0,45
1262,2023-02-18,2023,195,4,3,779,0.1,2103.3
1273,2023-08-26,2023,212,7,1,248,0.05,235.6
1278,2023-06-11,2023,292,7,3,248,0.1,669.6
1287,2023-05-15,2023,96,16,5,452,0.05,2147
1289,2023-08-23,2023,45,4,1,779,0.1,701.1
1290,2023-03-03,2023,232,7,4,248,0.05,942.4
1292,2023-03-13,2023,20,4,2,779,0,1558
1293,2023-12-23,2023,260,3,2,45,0,90
1309,2023-12-23,2023,26,14,3,109,0.1,294.3
1330,2023-12-29,2023,91,15,3,624,0,1872
1335,2023-05-17,2023,296,12,4,778,0.1,2800.8
1337,2023-11-16,2023,177,16,3,452,0.1,1220.4
1342,2023-06-03,2023,163,9,2,774,0.15,1315.8
1343,2023-04-12,2023,223,4,4,779,0.15,2648.6
1345,2023-04-25,2023,185,3,2,45,0.05,85.5
1348,2023-11-24,2023,70,5,2,301,0.15,511.7
1349,2023-08-31,2023,234,9,1,774,0.05,735.3
1354,2023-08-10,2023,280,15,5,624,0.1,2808
1356,2023-02-18,2023,58,4,5,779,0.15,3310.75
1374,2023-04-19,2023,122,15,4,624,0.15,2121.6
1379,2023-05-17,2023,243,10,2,124,0.15,210.8
1388,2023-08-12,2023,51,4,1,779,0,779
1393,2023-03-20,2023,290,16,1,452,0.05,429.4
1408,2023-11-22,2023,207,6,4,270,0.15,918
1410,2023-01-10,2023,171,1,4,674,0,2696
1415,2023-01-11,2023,250,3,4,45,0,180
1421,2023-07-19,2023,61,16,3,452,0,1356
1433,2023-02-24,2023,284,10,4,124,0.05,471.2
1438,2023-09-01,2023,244,2,5,134,0.1,603
1440,2023-08-15,2023,123,2,5,134,0.15,569.5
1444,2023-01-22,2023,277,2,1,134,0,134
1449,2023-11-16,2023,129,10,3,124,0.05,353.4
1453,2023-09-13,2023,102,10,4,124,0.1,446.4
1463,2023-09-10,2023,88,12,4,778,0.15,2645.2
1471,2023-10-10,2023,272,16,4,452,0,1808
1500,2023-08-14,2023,297,16,5,452,0.1,2034
1517,2023-12-16,2023,174,15,3,624,0.05,1778.4
1523,2023-12-30,2023,45,12,1,778,0,778
1525,2023-01-18,2023,204,7,3,248,0,744
1526,2023-02-23,2023,198,11,2,712,0.15,1210.4
1528,2023-12-31,2023,288,6,3,270,0.1,729
1529,2023-12-25,2023,213,8,1,162,0.05,153.9
1533,2023-03-20,2023,46,9,3,774,0,2322
1547,2023-01-03,2023,84,6,4,270,0.05,1026
1548,2023-01-19,2023,215,8,1,162,0.1,145.8
1555,2023-03-08,2023,249,3,5,45,0.1,202.5
1558,2023-09-06,2023,236,9,2,774,0,1548
1566,2023-11-02,2023,22,13,1,578,0.15,491.3
1578,2023-02-10,2023,95,8,5,162,0.15,688.5
1583,2023-01-19,2023,148,8,2,162,0.15,275.4
1585,2023-04-26,2023,146,7,4,248,0,992
1586,2023-12-24,2023,116,8,4,162,0.1,583.2
1591,2023-06-06,2023,206,12,1,778,0.05,739.1
1596,2023-06-28,2023,183,14,5,109,0.1,490.5
1607,2023-04-21,2023,231,9,4,774,0,3096
1608,2023-12-18,2023,236,13,3,578,0.15,1473.9
1611,2023-05-13,2023,250,7,2,248,0.1,446.4
1618,2023-10-20,2023,177,4,4,779,0,3116
1629,2023-01-28,2023,224,14,2,109,0.1,196.2
1634,2023-10-16,2023,108,8,1,162,0.15,137.7
1645,2023-07-21,2023,123,16,3,452,0.05,1288.2
1648,2023-09-25,2023,19,7,5,248,0.15,1054
1653,2023-01-28,2023,47,12,1,778,0.15,661.3
1660,2023-12-06,2023,210,16,2,452,0.1,813.6
1666,2023-04-25,2023,159,12,2,778,0.1,1400.4
1676,2023-12-22,2023,70,5,1,301,0.05,285.95
1679,2023-08-08,2023,164,11,2,712,0.05,1352.8
1682,2023-02-14,2023,94,3,1,45,0.15,38.25
1693,2023-08-01,2023,75,13,4,578,0.05,2196.4
1698,2023-09-30,2023,132,10,2,124,0.15,210.8
1721,2023-09-02,2023,40,4,1,779,0.05,740.05
1735,2023-01-10,2023,50,7,3,248,0.05,706.8
1739,2023-11-14,2023,219,2,3,134,0.05,381.9
1747,2023-08-19,2023,49,4,1,779,0.15,662.15
1769,2023-11-04,2023,213,8,1,162,0,162
1777,2023-11-30,2023,119,13,4,578,0.1,2080.8
1779,2023-05-18,2023,214,16,2,452,0.1,813.6
1785,2023-01-02,2023,82,1,3,674,0.1,1819.8
1797,2023-08-30,2023,4,10,2,124,0.15,210.8
1800,2023-01-17,2023,126,11,3,712,0.15,1815.6
1802,2023-08-04,2023,235,8,4,162,0.15,550.8
1808,2023-07-05,2023,284,13,3,578,0.15,1473.9
1810,2023-07-13,2023,229,10,3,124,0.05,353.4
1813,2023-05-17,2023,65,2,5,134,0.1,603
1823,2023-03-27,2023,267,11,3,712,0.05,2029.2
1825,2023-01-19,2023,233,2,5,134,0.05,636.5
1826,2023-10-10,2023,211,16,1,452,0.05,429.4
1831,2023-12-08,2023,251,5,4,301,0.15,1023.4
1836,2023-08-01,2023,57,2,3,134,0,402
1848,2023-08-05,2023,199,5,3,301,0,903
1857,2023-07-04,2023,24,1,5,674,0.1,3033
1863,2023-07-27,2023,87,3,2,45,0.1,81
1865,2023-05-17,2023,51,6,1,270,0.1,243
1866,2023-08-18,2023,166,13,3,578,0.05,1647.3
1874,2023-07-25,2023,229,6,2,270,0.1,486
1889,2023-08-20,2023,285,13,1,578,0.05,549.1
1891,2023-12-29,2023,64,4,5,779,0,3895
1892,2023-01-06,2023,199,14,3,109,0.15,277.95
1894,2023-12-26,2023,5,9,3,774,0.05,2205.9
1897,2023-01-26,2023,19,13,2,578,0.15,982.6
1907,2023-01-20,2023,265,12,4,778,0.15,2645.2
1914,2023-11-05,2023,13,9,1,774,0.15,657.9
1921,2023-12-16,2023,29,15,2,624,0,1248
1924,2023-08-11,2023,120,14,4,109,0,436
1937,2023-09-25,2023,177,4,5,779,0,3895
1946,2023-01-26,2023,6,9,2,774,0,1548
1954,2023-04-02,2023,57,5,1,301,0.05,285.95
1956,2023-03-06,2023,88,15,2,624,0.1,1123.2
1959,2023-03-13,2023,163,6,5,270,0.15,1147.5
1971,2023-03-13,2023,131,8,4,162,0.05,615.6
1975,2023-10-12,2023,231,16,5,452,0.1,2034
1976,2023-08-03,2023,189,2,4,134,0.15,455.6
1978,2023-12-15,2023,120,14,1,109,0.05,103.55
1979,2023-01-10,2023,43,11,3,712,0,2136
1991,2023-12-02,2023,231,8,4,162,0.05,615.6
1992,2023-03-15,2023,72,8,5,162,0,810
1995,2023-07-11,2023,276,7,4,248,0.15,843.2
1998,2023-04-11,2023,105,8,5,162,0.15,688.5
2004,2023-04-30,2023,146,5,2,301,0,602
2019,2023-08-28,2023,128,12,5,778,0.05,3695.5
2021,2023-05-31,2023,23,12,2,778,0,1556
2024,2023-02-19,2023,40,13,4,578,0,2312
2025,2023-08-07,2023,231,5,1,301,0.1,270.9
2032,2023-11-28,2023,72,7,1,248,0.05,235.6
2038,2023-12-16,2023,25,14,5,109,0.05,517.75
2039,2023-05-19,2023,158,12,5,778,0,3890
2050,2023-07-06,2023,162,7,2,248,0,496
2056,2023-05-11,2023,69,15,5,624,0.1,2808
2064,2023-03-20,2023,105,1,2,674,0.05,1280.6
2065,2023-12-23,2023,169,2,1,134,0.05,127.3
2079,2023-01-12,2023,204,16,4,452,0,1808
2082,2023-10-17,2023,43,15,1,624,0.15,530.4
2089,2023-03-09,2023,197,8,4,162,0.15,550.8
2091,2023-04-26,2023,290,4,1,779,0,779
2092,2023-11-23,2023,131,5,2,301,0.05,571.9
2093,2023-02-17,2023,30,3,3,45,0.15,114.75
2095,2023-01-20,2023,15,16,4,452,0,1808
2098,2023-04-24,2023,204,9,1,774,0,774
2100,2023-10-15,2023,130,14,4,109,0.05,414.2
2103,2023-06-19,2023,158,13,3,578,0.05,1647.3
2105,2023-09-08,2023,269,8,1,162,0,162
2106,2023-11-01,2023,88,1,4,674,0.1,2426.4
2111,2023-12-11,2023,56,4,3,779,0.15,1986.45
2117,2023-03-19,2023,267,8,2,162,0,324
2128,2023-06-28,2023,42,14,2,109,0.15,185.3
2135,2023-11-17,2023,15,16,1,452,0,452
2136,2023-04-20,2023,144,14,2,109,0.1,196.2
2145,2023-05-09,2023,217,9,5,774,0.05,3676.5
2153,2023-03-23,2023,31,11,4,712,0.1,2563.2
2157,2023-09-27,2023,243,10,4,124,0.1,446.4
2158,2023-05-21,2023,37,6,3,270,0.15,688.5
2162,2023-12-15,2023,248,13,2,578,0.05,1098.2
2164,2023-01-23,2023,295,1,2,674,0,1348
2165,2023-03-23,2023,219,2,1,134,0.05,127.3
2168,2023-11-12,2023,77,6,5,270,0.1,1215
2171,2023-03-18,2023,46,14,5,109,0.05,517.75
2176,2023-04-22,2023,248,3,1,45,0.05,42.75
2185,2023-01-29,2023,279,9,1,774,0.1,696.6
2195,2023-04-13,2023,84,13,3,578,0.1,1560.6
2198,2023-03-05,2023,289,1,3,674,0.05,1920.9
2199,2023-09-16,2023,79,13,5,578,0.05,2745.5
2200,2023-04-02,2023,14,6,3,270,0.15,688.5
2202,2023-07-25,2023,34,10,1,124,0,124
2203,2023-01-26,2023,171,7,3,248,0,744
2205,2023-03-25,2023,114,6,1,270,0,270
2213,2023-04-01,2023,291,4,2,779,0.05,1480.1
2214,2023-02-25,2023,128,7,3,248,0,744
2217,2023-10-19,2023,267,16,3,452,0.1,1220.4
2224,2023-07-19,2023,8,11,5,712,0,3560
2241,2023-08-10,2023,64,15,5,624,0.05,2964
2243,2023-06-08,2023,192,16,2,452,0.15,768.4
2244,2023-10-21,2023,94,3,3,45,0.1,121.5
2247,2023-01-11,2023,102,14,4,109,0,436
2249,2023-09-21,2023,170,4,2,779,0.15,1324.3
2251,2023-09-21,2023,251,10,3,124,0,372
2266,2023-07-27,2023,269,1,1,674,0.15,572.9
2274,2023-10-31,2023,95,7,3,248,0,744
2275,2023-01-29,2023,172,6,3,270,0.15,688.5
2289,2023-06-17,2023,254,9,1,774,0.05,735.3
2291,2023-05-18,2023,206,13,5,578,0.15,2456.5
2305,2023-04-14,2023,132,1,5,674,0,3370
2306,2023-12-17,2023,113,5,5,301,0.05,1429.75
2317,2023-03-28,2023,197,5,1,301,0,301
2322,2023-12-25,2023,84,12,2,778,0.15,1322.6
2328,2023-10-16,2023,198,1,1,674,0.05,640.3
2335,2023-10-08,2023,77,6,5,270,0.05,1282.5
2337,2023-02-20,2023,136,8,3,162,0.15,413.1
2339,2023-05-19,2023,229,15,3,624,0.05,1778.4
2345,2023-09-11,2023,282,16,2,452,0.15,768.4
2351,2023-01-18,2023,72,16,1,452,0.1,406.8
2355,2023-10-06,2023,191,15,4,624,0,2496
2359,2023-09-02,2023,77,9,1,774,0,774
2361,2023-08-13,2023,173,11,3,712,0.15,1815.6
2371,2023-04-08,2023,85,1,3,674,0.15,1718.7
2372,2023-10-04,2023,100,9,1,774,0.1,696.6
2383,2023-07-27,2023,258,7,1,248,0.1,223.2
2389,2023-01-15,2023,221,7,3,248,0.1,669.6
2400,2023-08-03,2023,67,4,3,779,0.15,1986.45
2402,2023-08-20,2023,260,5,3,301,0,903
2409,2023-06-14,2023,222,2,2,134,0,268
2415,2023-10-28,2023,243,15,1,624,0.1,561.6
2421,2023-10-22,2023,176,12,1,778,0,778
2433,2023-02-25,2023,187,10,5,124,0,620
2438,2023-03-09,2023,91,5,4,301,0.15,1023.4
2439,2023-11-21,2023,196,5,5,301,0.05,1429.75
2443,2023-12-25,2023,258,11,5,712,0,3560
2448,2023-03-15,2023,115,12,4,778,0,3112
2453,2023-10-28,2023,124,14,3,109,0.05,310.65
2458,2023-05-25,2023,134,11,2,712,0,1424
2470,2023-01-20,2023,107,5,1,301,0.15,255.85
2473,2023-03-18,2023,161,3,2,45,0.15,76.5
2490,2023-10-25,2023,103,10,5,124,0.15,527
2491,2023-03-12,2023,33,2,5,134,0.1,603
2495,2023-10-25,2023,96,3,2,45,0.1,81
2507,2023-04-18,2023,122,16,5,452,0.1,2034
2515,2023-05-31,2023,153,3,5,45,0,225
2520,2023-02-19,2023,276,2,1,134,0.05,127.3
2523,2023-04-04,2023,139,2,3,134,0.1,361.8
2544,2023-06-14,2023,258,14,2,109,0.05,207.1
2554,2023-05-25,2023,202,10,5,124,0.15,527
2561,2023-10-19,2023,172,13,1,578,0.15,491.3
2574,2023-01-03,2023,255,8,2,162,0.05,307.8
2575,2023-10-31,2023,185,11,1,712,0.05,676.4
2581,2023-11-11,2023,233,13,5,578,0,2890
2588,2023-10-29,2023,181,2,3,134,0,402
2594,2023-09-27,2023,205,5,2,301,0.15,511.7
2600,2023-11-25,2023,50,10,2,124,0.15,210.8
2603,2023-08-08,2023,237,16,4,452,0.15,1536.8
2604,2023-09-21,2023,46,3,1,45,0,45
2622,2023-12-04,2023,64,13,5,578,0.1,2601
2627,2023-05-22,2023,198,11,3,712,0.1,1922.4
2628,2023-09-04,2023,218,8,1,162,0.15,137.7
2631,2023-12-26,2023,22,2,3,134,0,402
2637,2023-06-02,2023,35,13,3,578,0.1,1560.6
2640,2023-07-12,2023,35,13,5,578,0.1,2601
2644,2023-09-17,2023,33,12,2,778,0.15,1322.6
2646,2023-03-14,2023,16,4,1,779,0.15,662.15
2649,2023-11-28,2023,147,9,3,774,0.15,1973.7
2653,2023-01-12,2023,209,7,2,248,0,496
2662,2023-05-19,2023,184,12,3,778,0.1,2100.6
2667,2023-09-23,2023,134,10,1,124,0.1,111.6
2674,2023-11-03,2023,245,7,2,248,0.1,446.4
2678,2023-10-27,2023,219,12,4,778,0.05,2956.4
2689,2023-01-02,2023,113,9,2,774,0.15,1315.8
2690,2023-02-11,2023,283,7,4,248,0.1,892.8
2701,2023-12-24,2023,23,15,4,624,0.15,2121.6
2702,2023-04-03,2023,95,12,2,778,0.05,1478.2
2706,2023-10-18,2023,30,11,5,712,0.15,3026
2719,2023-12-10,2023,93,8,3,162,0,486
2746,2023-01-23,2023,248,11,5,712,0,3560
2755,2023-11-03,2023,13,15,2,624,0,1248
2757,2023-09-26,2023,182,6,5,270,0.15,1147.5
2761,2023-11-20,2023,149,3,4,45,0.15,153
2769,2023-10-30,2023,266,3,1,45,0.05,42.75
2772,2023-12-03,2023,115,11,3,712,0.15,1815.6
2778,2023-12-28,2023,267,9,5,774,0.15,3289.5
2780,2023-11-06,2023,253,13,1,578,0.15,491.3
2794,2023-04-07,2023,299,15,4,624,0.1,2246.4
2797,2023-05-26,2023,183,10,4,124,0.15,421.6
2802,2023-06-19,2023,66,2,1,134,0.1,120.6
2803,2023-08-15,2023,121,3,4,45,0.15,153
2807,2023-10-08,2023,205,15,4,624,0.15,2121.6
2817,2023-08-21,2023,111,7,3,248,0.1,669.6
2832,2023-04-16,2023,9,8,5,162,0.05,769.5
2833,2023-03-07,2023,280,13,4,578,0.15,1965.2
2843,2023-07-24,2023,3,2,1,134,0.1,120.6
2847,2023-10-10,2023,40,7,1,248,0,248
2852,2023-06-24,2023,5,8,2,162,0.15,275.4
2853,2023-11-19,2023,151,3,3,45,0,135
2854,2023-03-03,2023,289,5,3,301,0.1,812.7
2859,2023-09-02,2023,92,7,1,248,0.1,223.2
